temperatureid,countryid,tempyear,elementid,temperatureincrease
16692,104,1996,7271,0.389
16693,104,1997,7271,0.189
16694,104,1998,7271,1.113
16695,104,1999,7271,0.815
16696,104,2000,7271,0.11
16697,104,2001,7271,0.563
16698,104,2002,7271,0.647
16699,104,2003,7271,0.644
16700,104,2004,7271,0.587
16701,104,2005,7271,0.906
16702,104,2006,7271,0.773
16703,104,2007,7271,0.456
16704,104,2008,7271,0.463
16705,104,2009,7271,0.898
16706,104,2010,7271,1.188
16707,104,2011,7271,0.508
16708,104,2012,7271,0.878
16709,104,2013,7271,0.94
16710,104,2014,7271,0.799
16711,104,2015,7271,1.115
16712,104,2016,7271,1.339
16713,104,2017,7271,1.28
16714,104,2018,7271,1.024
16715,104,2019,7271,1.691
16716,104,2020,7271,1.589
16717,104,2021,7271,1.565
16718,104,1961,6078,0.245
16719,104,1962,6078,0.245
16720,104,1963,6078,0.245
16721,104,1964,6078,0.245
16722,104,1965,6078,0.245
16723,104,1966,6078,0.245
16724,104,1967,6078,0.245
16725,104,1968,6078,0.245
16726,104,1969,6078,0.245
16727,104,1970,6078,0.245
16728,104,1971,6078,0.245
16729,104,1972,6078,0.245
16730,104,1973,6078,0.245
16731,104,1974,6078,0.245
16732,104,1975,6078,0.245
16733,104,1976,6078,0.245
16734,104,1977,6078,0.245
16735,104,1978,6078,0.245
16736,104,1979,6078,0.245
16737,104,1980,6078,0.245
16738,104,1981,6078,0.245
16739,104,1982,6078,0.245
16740,104,1983,6078,0.245
16741,104,1984,6078,0.245
16742,104,1985,6078,0.245
16743,104,1986,6078,0.245
16744,104,1987,6078,0.245
16745,104,1988,6078,0.245
16746,104,1989,6078,0.245
16747,104,1990,6078,0.245
16748,104,1991,6078,0.245
16749,104,1992,6078,0.245
16750,104,1993,6078,0.245
16751,104,1994,6078,0.245
16752,104,1995,6078,0.245
16753,104,1996,6078,0.245
16754,104,1997,6078,0.245
16755,104,1998,6078,0.245
16756,104,1999,6078,0.245
16757,104,2000,6078,0.245
16758,104,2001,6078,0.245
16759,104,2002,6078,0.245
16760,104,2003,6078,0.245
16761,104,2004,6078,0.245
16762,104,2005,6078,0.245
16763,104,2006,6078,0.245
16764,104,2007,6078,0.245
16765,104,2008,6078,0.245
16766,104,2009,6078,0.245
16767,104,2010,6078,0.245
16768,104,2011,6078,0.245
16769,104,2012,6078,0.245
16770,104,2013,6078,0.245
16771,104,2014,6078,0.245
16772,104,2015,6078,0.245
16773,104,2016,6078,0.245
16774,104,2017,6078,0.245
16775,104,2018,6078,0.245
16776,104,2019,6078,0.245
16777,104,2020,6078,0.245
16778,104,2021,6078,0.245
16779,516,1961,7271,0.167
16780,516,1962,7271,-0.066
16781,516,1963,7271,0.056
16782,516,1964,7271,-0.097
16783,516,1965,7271,-0.102
16784,516,1966,7271,0.095
16785,516,1967,7271,-0.155
16786,516,1968,7271,-0.171
16787,516,1969,7271,0.221
16788,516,1970,7271,0.478
16789,516,1971,7271,-0.102
16790,516,1972,7271,0.095
16791,516,1973,7271,0.621
16792,516,1974,7271,-0.74
16793,516,1975,7271,-0.012
16794,516,1976,7271,-0.559
16795,516,1977,7271,0.157
16796,516,1978,7271,-0.099
16797,516,1979,7271,0.401
16798,516,1980,7271,0.252
16799,516,1981,7271,0.077
16800,516,1982,7271,0.422
16801,516,1983,7271,0.748
16802,516,1984,7271,0.829
16803,516,1985,7271,0.57
16804,516,1986,7271,0.397
16805,516,1987,7271,1.12
16806,516,1988,7271,0.55
16807,516,1989,7271,-0.215
16808,516,1990,7271,0.808
16809,516,1991,7271,0.317
16810,516,1992,7271,0.782
16811,516,1993,7271,0.831
16812,516,1994,7271,0.442
16813,516,1995,7271,1.118
16814,516,1996,7271,0.229
16815,516,1997,7271,0.222
16816,516,1998,7271,1.449
16817,516,1999,7271,1.016
16818,516,2000,7271,0.144
16819,516,2001,7271,0.576
16820,516,2002,7271,1.104
16821,516,2003,7271,1.45
16822,516,2004,7271,1.077
16823,516,2005,7271,0.982
16824,516,2006,7271,-0.019
16825,516,2007,7271,0.894
16826,516,2008,7271,0.918
16827,516,2009,7271,0.725
16828,516,2010,7271,1.594
16829,516,2011,7271,0.013
16830,516,2012,7271,0.429
16831,516,2013,7271,1.376
16832,516,2014,7271,1.039
16833,516,2015,7271,1.706
16834,516,2016,7271,2.051
16835,516,2017,7271,1.463
16836,516,2018,7271,2.053
16837,516,2019,7271,2.713
16838,516,2020,7271,1.548
16839,516,2021,7271,0.866
16840,516,1961,6078,0.32
16841,516,1962,6078,0.32
16842,516,1963,6078,0.32
16843,516,1964,6078,0.32
16844,516,1965,6078,0.32
16845,516,1966,6078,0.32
16846,516,1967,6078,0.32
16847,516,1968,6078,0.32
16848,516,1969,6078,0.32
16849,516,1970,6078,0.32
16850,516,1971,6078,0.32
16851,516,1972,6078,0.32
16852,516,1973,6078,0.32
16853,516,1974,6078,0.32
16854,516,1975,6078,0.32
16855,516,1976,6078,0.32
16856,516,1977,6078,0.32
16857,516,1978,6078,0.32
16858,516,1979,6078,0.32
16859,516,1980,6078,0.32
16860,516,1981,6078,0.32
16861,516,1982,6078,0.32
16862,516,1983,6078,0.32
16863,516,1984,6078,0.32
16864,516,1985,6078,0.32
16865,516,1986,6078,0.32
16866,516,1987,6078,0.32
16867,516,1988,6078,0.32
16868,516,1989,6078,0.32
16869,516,1990,6078,0.32
16870,516,1991,6078,0.32
16871,516,1992,6078,0.32
16872,516,1993,6078,0.32
16873,516,1994,6078,0.32
16874,516,1995,6078,0.32
16875,516,1996,6078,0.32
16876,516,1997,6078,0.32
16877,516,1998,6078,0.32
16878,516,1999,6078,0.32
16879,516,2000,6078,0.32
16880,516,2001,6078,0.32
16881,516,2002,6078,0.32
16882,516,2003,6078,0.32
16883,516,2004,6078,0.32
16884,516,2005,6078,0.32
16885,516,2006,6078,0.32
16886,516,2007,6078,0.32
16887,516,2008,6078,0.32
16888,516,2009,6078,0.32
16889,516,2010,6078,0.32
16890,516,2011,6078,0.32
16891,516,2012,6078,0.32
16892,516,2013,6078,0.32
16893,516,2014,6078,0.32
16894,516,2015,6078,0.32
16895,516,2016,6078,0.32
16896,516,2017,6078,0.32
16897,516,2018,6078,0.32
16898,516,2019,6078,0.32
16899,516,2020,6078,0.32
16900,516,2021,6078,0.32
16901,520,1961,7271,-0.363
16902,520,1962,7271,
16903,520,1963,7271,
16904,520,1964,7271,
16905,520,1965,7271,
16906,520,1966,7271,-0.523
16907,520,1967,7271,
16908,520,1968,7271,
16909,520,1969,7271,
16910,520,1970,7271,
16911,520,1971,7271,-0.356
16912,520,1972,7271,-0.752
16913,520,1973,7271,0.235
16914,520,1974,7271,0.211
16915,520,1975,7271,0.315
16916,520,1976,7271,-0.098
16917,520,1977,7271,-0.338
16918,520,1978,7271,0.488
16919,520,1979,7271,0.461
16920,520,1980,7271,0.224
16921,520,1981,7271,0.366
16922,520,1982,7271,-0.179
16923,520,1983,7271,
16924,520,1984,7271,0.014
16925,520,1985,7271,0.082
16926,520,1986,7271,
16927,520,1987,7271,
16928,520,1988,7271,
16929,520,1989,7271,0.321
16930,520,1990,7271,-0.059
16931,520,1991,7271,0.116
16932,520,1992,7271,-0.313
16933,520,1993,7271,
16934,520,1994,7271,
16935,520,1995,7271,
16936,520,1996,7271,
16937,520,1997,7271,
16938,520,1998,7271,
16939,520,1999,7271,
16940,520,2000,7271,
16941,520,2001,7271,
16942,520,2002,7271,
16943,520,2003,7271,
16944,520,2004,7271,
16945,520,2005,7271,
16946,520,2006,7271,
16947,520,2007,7271,
16948,520,2008,7271,
16949,520,2009,7271,
16950,520,2010,7271,
16951,520,2011,7271,
16952,520,2012,7271,
16953,520,2013,7271,
16954,520,2014,7271,
16955,520,2015,7271,
16956,520,2016,7271,
16957,520,2017,7271,
16958,520,2018,7271,
16959,520,2019,7271,
16960,520,2020,7271,
16961,520,2021,7271,
16962,520,1961,6078,
16963,520,1962,6078,
16964,520,1963,6078,
16965,520,1964,6078,
16966,520,1965,6078,
16967,520,1966,6078,
16968,520,1967,6078,
16969,520,1968,6078,
16970,520,1969,6078,
16971,520,1970,6078,
16972,520,1971,6078,
16973,520,1972,6078,
16974,520,1973,6078,
16975,520,1974,6078,
16976,520,1975,6078,
16977,520,1976,6078,
16978,520,1977,6078,
16979,520,1978,6078,
16980,520,1979,6078,
16981,520,1980,6078,
16982,520,1981,6078,
16983,520,1982,6078,
16984,520,1983,6078,
16985,520,1984,6078,
16986,520,1985,6078,
16987,520,1986,6078,
16988,520,1987,6078,
16989,520,1988,6078,
16990,520,1989,6078,
16991,520,1990,6078,
16992,520,1991,6078,
16993,520,1992,6078,
16994,520,1993,6078,
16995,520,1994,6078,
16996,520,1995,6078,
16997,520,1996,6078,
16998,520,1997,6078,
16999,520,1998,6078,
17000,520,1999,6078,
17001,520,2000,6078,
17002,520,2001,6078,
17003,520,2002,6078,
17004,520,2003,6078,
17005,520,2004,6078,
17006,520,2005,6078,
17007,520,2006,6078,
17008,520,2007,6078,
17009,520,2008,6078,
17010,520,2009,6078,
17011,520,2010,6078,
17012,520,2011,6078,
17013,520,2012,6078,
17014,520,2013,6078,
17015,520,2014,6078,
17016,520,2015,6078,
17017,520,2016,6078,
17018,520,2017,6078,
17019,520,2018,6078,
17020,520,2019,6078,
17021,520,2020,6078,
17022,520,2021,6078,
17023,524,1961,7271,0.066
17024,524,1962,7271,-0.508
17025,524,1963,7271,-0.202
17026,524,1964,7271,0.162
17027,524,1965,7271,-0.402
17028,524,1966,7271,0.267
17029,524,1967,7271,-0.271
17030,524,1968,7271,-0.408
17031,524,1969,7271,0.075
17032,524,1970,7271,0.077
17033,524,1971,7271,-0.505
17034,524,1972,7271,0.039
17035,524,1973,7271,0.229
17036,524,1974,7271,0.167
17037,524,1975,7271,-0.101
17038,524,1976,7271,0.011
17039,524,1977,7271,0.033
17040,524,1978,7271,-0.361
17041,524,1979,7271,0.356
17042,524,1980,7271,0.209
17043,524,1981,7271,-0.059
17044,524,1982,7271,-0.125
17045,524,1983,7271,-0.42
17046,524,1984,7271,-0.026
17047,524,1985,7271,0.324
17048,524,1986,7271,-0.091
17049,524,1987,7271,0.267
17050,524,1988,7271,0.573
17051,524,1989,7271,0.046
17052,524,1990,7271,-0.054
17053,524,1991,7271,0.097
17054,524,1992,7271,-0.016
17055,524,1993,7271,-0.186
17056,524,1994,7271,0.175
17057,524,1995,7271,0.365
17058,524,1996,7271,0.277
17059,524,1997,7271,-0.338
17060,524,1998,7271,0.343
17061,524,1999,7271,0.583
17062,524,2000,7271,0.045
17063,524,2001,7271,0.419
17064,524,2002,7271,0.496
17065,524,2003,7271,0.272
17066,524,2004,7271,0.391
17067,524,2005,7271,0.747
17068,524,2006,7271,0.876
17069,524,2007,7271,0.714
17070,524,2008,7271,0.335
17071,524,2009,7271,1.189
17072,524,2010,7271,1.214
17073,524,2011,7271,0.308
17074,524,2012,7271,0.493
17075,524,2013,7271,0.281
17076,524,2014,7271,0.437
17077,524,2015,7271,0.677
17078,524,2016,7271,1.19
17079,524,2017,7271,1.214
17080,524,2018,7271,0.742
17081,524,2019,7271,0.746
17082,524,2020,7271,0.08
17083,524,2021,7271,0.451
17084,524,1961,6078,0.266
17085,524,1962,6078,0.266
17086,524,1963,6078,0.266
17087,524,1964,6078,0.266
17088,524,1965,6078,0.266
17089,524,1966,6078,0.266
17090,524,1967,6078,0.266
17091,524,1968,6078,0.266
17092,524,1969,6078,0.266
17093,524,1970,6078,0.266
17094,524,1971,6078,0.266
17095,524,1972,6078,0.266
17096,524,1973,6078,0.266
17097,524,1974,6078,0.266
17098,524,1975,6078,0.266
17099,524,1976,6078,0.266
17100,524,1977,6078,0.266
17101,524,1978,6078,0.266
17102,524,1979,6078,0.266
17103,524,1980,6078,0.266
17104,524,1981,6078,0.266
17105,524,1982,6078,0.266
17106,524,1983,6078,0.266
17107,524,1984,6078,0.266
17108,524,1985,6078,0.266
17109,524,1986,6078,0.266
17110,524,1987,6078,0.266
17111,524,1988,6078,0.266
17112,524,1989,6078,0.266
17113,524,1990,6078,0.266
17114,524,1991,6078,0.266
17115,524,1992,6078,0.266
17116,524,1993,6078,0.266
17117,524,1994,6078,0.266
17118,524,1995,6078,0.266
17119,524,1996,6078,0.266
17120,524,1997,6078,0.266
17121,524,1998,6078,0.266
17122,524,1999,6078,0.266
17123,524,2000,6078,0.266
17124,524,2001,6078,0.266
17125,524,2002,6078,0.266
17126,524,2003,6078,0.266
17127,524,2004,6078,0.266
17128,524,2005,6078,0.266
17129,524,2006,6078,0.266
17130,524,2007,6078,0.266
17131,524,2008,6078,0.266
17132,524,2009,6078,0.266
17133,524,2010,6078,0.266
17134,524,2011,6078,0.266
17135,524,2012,6078,0.266
17136,524,2013,6078,0.266
17137,524,2014,6078,0.266
17138,524,2015,6078,0.266
17139,524,2016,6078,0.266
17140,524,2017,6078,0.266
17141,524,2018,6078,0.266
17142,524,2019,6078,0.266
17143,524,2020,6078,0.266
17144,524,2021,6078,0.266
17145,528,1961,7271,0.851
17146,528,1962,7271,-0.91
17147,528,1963,7271,-1.273
17148,528,1964,7271,-0.34
17149,528,1965,7271,-0.729
17150,528,1966,7271,0.271
17151,528,1967,7271,0.755
17152,528,1968,7271,0.156
17153,528,1969,7271,-0.005
17154,528,1970,7271,-0.584
17155,528,1971,7271,0.053
17156,528,1972,7271,-0.113
17157,528,1973,7271,0.294
17158,528,1974,7271,0.234
17159,528,1975,7271,1.037
17160,528,1976,7271,0.712
17161,528,1977,7271,0.159
17162,528,1978,7271,-0.071
17163,528,1979,7271,-0.91
17164,528,1980,7271,0.005
17165,528,1981,7271,0.333
17166,528,1982,7271,0.462
17167,528,1983,7271,0.865
17168,528,1984,7271,0.055
17169,528,1985,7271,-0.855
17170,528,1986,7271,-0.198
17171,528,1987,7271,-0.505
17172,528,1988,7271,0.793
17173,528,1989,7271,1.535
17174,528,1990,7271,1.559
17175,528,1991,7271,0.256
17176,528,1992,7271,1.174
17177,528,1993,7271,0.242
17178,528,1994,7271,1.361
17179,528,1995,7271,1.537
17180,528,1996,7271,-0.783
17181,528,1997,7271,0.608
17182,528,1998,7271,1.063
17183,528,1999,7271,1.569
17184,528,2000,7271,1.587
17185,528,2001,7271,1.259
17186,528,2002,7271,1.517
17187,528,2003,7271,1.196
17188,528,2004,7271,1.15
17189,528,2005,7271,1.241
17190,528,2006,7271,1.494
17191,528,2007,7271,2.061
17192,528,2008,7271,1.42
17193,528,2009,7271,1.213
17194,528,2010,7271,0.088
17195,528,2011,7271,1.056
17196,528,2012,7271,1.135
17197,528,2013,7271,0.414
17198,528,2014,7271,2.548
17199,528,2015,7271,1.269
17200,528,2016,7271,1.914
17201,528,2017,7271,1.704
17202,528,2018,7271,2.11
17203,528,2019,7271,2.116
17204,528,2020,7271,2.458
17205,528,2021,7271,1.285
17206,528,1961,6078,0.617
17207,528,1962,6078,0.617
17208,528,1963,6078,0.617
17209,528,1964,6078,0.617
17210,528,1965,6078,0.617
17211,528,1966,6078,0.617
17212,528,1967,6078,0.617
17213,528,1968,6078,0.617
17214,528,1969,6078,0.617
17215,528,1970,6078,0.617
17216,528,1971,6078,0.617
17217,528,1972,6078,0.617
17218,528,1973,6078,0.617
17219,528,1974,6078,0.617
17220,528,1975,6078,0.617
17221,528,1976,6078,0.617
17222,528,1977,6078,0.617
17223,528,1978,6078,0.617
17224,528,1979,6078,0.617
17225,528,1980,6078,0.617
17226,528,1981,6078,0.617
17227,528,1982,6078,0.617
17228,528,1983,6078,0.617
17229,528,1984,6078,0.617
17230,528,1985,6078,0.617
17231,528,1986,6078,0.617
17232,528,1987,6078,0.617
17233,528,1988,6078,0.617
17234,528,1989,6078,0.617
17235,528,1990,6078,0.617
17236,528,1991,6078,0.617
17237,528,1992,6078,0.617
17238,528,1993,6078,0.617
17239,528,1994,6078,0.617
17240,528,1995,6078,0.617
17241,528,1996,6078,0.617
17242,528,1997,6078,0.617
17243,528,1998,6078,0.617
17244,528,1999,6078,0.617
17245,528,2000,6078,0.617
17246,528,2001,6078,0.617
17247,528,2002,6078,0.617
17248,528,2003,6078,0.617
17249,528,2004,6078,0.617
17250,528,2005,6078,0.617
17251,528,2006,6078,0.617
17252,528,2007,6078,0.617
17253,528,2008,6078,0.617
17254,528,2009,6078,0.617
17255,528,2010,6078,0.617
17256,528,2011,6078,0.617
17257,528,2012,6078,0.617
17258,528,2013,6078,0.617
17259,528,2014,6078,0.617
17260,528,2015,6078,0.617
17261,528,2016,6078,0.617
17262,528,2017,6078,0.617
17263,528,2018,6078,0.617
17264,528,2019,6078,0.617
17265,528,2020,6078,0.617
17266,528,2021,6078,0.617
17267,530,1961,7271,-0.067
17268,530,1962,7271,0.011
17269,530,1963,7271,0.029
17270,530,1964,7271,0.134
17271,530,1965,7271,-0.34
17272,530,1966,7271,0.044
17273,530,1967,7271,-0.302
17274,530,1968,7271,-0.1
17275,530,1969,7271,0.428
17276,530,1970,7271,0.217
17277,530,1971,7271,-0.306
17278,530,1972,7271,-0.03
17279,530,1973,7271,0.228
17280,530,1974,7271,-0.406
17281,530,1975,7271,-0.249
17282,530,1976,7271,-0.434
17283,530,1977,7271,0.251
17284,530,1978,7271,0.298
17285,530,1979,7271,0.228
17286,530,1980,7271,0.614
17287,530,1981,7271,0.449
17288,530,1982,7271,0.22
17289,530,1983,7271,0.616
17290,530,1984,7271,0.074
17291,530,1985,7271,-0.18
17292,530,1986,7271,-0.092
17293,530,1987,7271,0.613
17294,530,1988,7271,0.323
17295,530,1989,7271,-0.157
17296,530,1990,7271,0.191
17297,530,1991,7271,0.274
17298,530,1992,7271,0.313
17299,530,1993,7271,0.404
17300,530,1994,7271,0.39
17301,530,1995,7271,0.589
17302,530,1996,7271,0.527
17303,530,1997,7271,0.421
17304,530,1998,7271,1.092
17305,530,1999,7271,0.323
17306,530,2000,7271,0.028
17307,530,2001,7271,0.558
17308,530,2002,7271,0.714
17309,530,2003,7271,0.87
17310,530,2004,7271,0.471
17311,530,2005,7271,0.692
17312,530,2006,7271,0.489
17313,530,2007,7271,0.818
17314,530,2008,7271,0.335
17315,530,2009,7271,0.699
17316,530,2010,7271,1.217
17317,530,2011,7271,0.408
17318,530,2012,7271,0.528
17319,530,2013,7271,0.928
17320,530,2014,7271,0.867
17321,530,2015,7271,1.276
17322,530,2016,7271,0.969
17323,530,2017,7271,1.167
17324,530,2018,7271,0.742
17325,530,2019,7271,1.024
17326,530,2020,7271,1.228
17327,530,2021,7271,0.73
17328,530,1961,6078,0.282
17329,530,1962,6078,0.282
17330,530,1963,6078,0.282
17331,530,1964,6078,0.282
17332,530,1965,6078,0.282
17333,530,1966,6078,0.282
17334,530,1967,6078,0.282
17335,530,1968,6078,0.282
17336,530,1969,6078,0.282
17337,530,1970,6078,0.282
17338,530,1971,6078,0.282
17339,530,1972,6078,0.282
17340,530,1973,6078,0.282
17341,530,1974,6078,0.282
17342,530,1975,6078,0.282
17343,530,1976,6078,0.282
17344,530,1977,6078,0.282
17345,530,1978,6078,0.282
17346,530,1979,6078,0.282
17347,530,1980,6078,0.282
17348,530,1981,6078,0.282
17349,530,1982,6078,0.282
17350,530,1983,6078,0.282
17351,530,1984,6078,0.282
17352,530,1985,6078,0.282
17353,530,1986,6078,0.282
17354,530,1987,6078,0.282
17355,530,1988,6078,0.282
17356,530,1989,6078,0.282
17357,530,1990,6078,0.282
17358,530,1991,6078,0.282
17359,530,1992,6078,0.282
17360,530,1993,6078,0.282
17361,530,1994,6078,0.282
17362,530,1995,6078,0.282
17363,530,1996,6078,0.282
17364,530,1997,6078,0.282
17365,530,1998,6078,0.282
17366,530,1999,6078,0.282
17367,530,2000,6078,0.282
17368,530,2001,6078,0.282
17369,530,2002,6078,0.282
17370,530,2003,6078,0.282
17371,530,2004,6078,0.282
17372,530,2005,6078,0.282
17373,530,2006,6078,0.282
17374,530,2007,6078,0.282
17375,530,2008,6078,0.282
17376,530,2009,6078,0.282
17377,530,2010,6078,0.282
17378,530,2011,6078,0.282
17379,530,2012,6078,0.282
17380,530,2013,6078,0.282
17381,530,2014,6078,0.282
17382,530,2015,6078,0.282
17383,530,2016,6078,0.282
17384,530,2017,6078,0.282
17385,530,2018,6078,0.282
17386,530,2019,6078,0.282
17387,530,2020,6078,0.282
17388,530,2021,6078,0.282
17389,540,1961,7271,-0.197
17390,540,1962,7271,0.132
17391,540,1963,7271,-0.16
17392,540,1964,7271,0.213
17393,540,1965,7271,-0.756
17394,540,1966,7271,-0.592
17395,540,1967,7271,0.079
17396,540,1968,7271,-0.381
17397,540,1969,7271,-0.119
17398,540,1970,7271,0.502
17399,540,1971,7271,0.175
17400,540,1972,7271,-0.16
17401,540,1973,7271,0.843
17402,540,1974,7271,0.328
17403,540,1975,7271,0.266
17404,540,1976,7271,0.129
17405,540,1977,7271,-0.053
17406,540,1978,7271,0.086
17407,540,1979,7271,-0.004
17408,540,1980,7271,0.205
17409,540,1981,7271,0.168
17410,540,1982,7271,0.021
17411,540,1983,7271,0.501
17412,540,1984,7271,0.101
17413,540,1985,7271,0.274
17414,540,1986,7271,0.14
17415,540,1987,7271,-0.163
17416,540,1988,7271,0.813
17417,540,1989,7271,0.229
17418,540,1990,7271,0.502
17419,540,1991,7271,0.073
17420,540,1992,7271,0.185
17421,540,1993,7271,-0.106
17422,540,1994,7271,-0.237
17423,540,1995,7271,0.316
17424,540,1996,7271,0.525
17425,540,1997,7271,0.098
17426,540,1998,7271,1.537
17427,540,1999,7271,0.774
17428,540,2000,7271,0.26
17429,540,2001,7271,0.492
17430,540,2002,7271,0.502
17431,540,2003,7271,0.282
17432,540,2004,7271,0.393
17433,540,2005,7271,0.241
17434,540,2006,7271,0.139
17435,540,2007,7271,0.613
17436,540,2008,7271,0.603
17437,540,2009,7271,0.375
17438,540,2010,7271,0.709
17439,540,2011,7271,0.465
17440,540,2012,7271,0.341
17441,540,2013,7271,0.497
17442,540,2014,7271,0.486
17443,540,2015,7271,0.685
17444,540,2016,7271,1.381
17445,540,2017,7271,1.165
17446,540,2018,7271,0.809
17447,540,2019,7271,0.749
17448,540,2020,7271,0.958
17449,540,2021,7271,0.84
17450,540,1961,6078,0.319
17451,540,1962,6078,0.319
17452,540,1963,6078,0.319
17453,540,1964,6078,0.319
17454,540,1965,6078,0.319
17455,540,1966,6078,0.319
17456,540,1967,6078,0.319
17457,540,1968,6078,0.319
17458,540,1969,6078,0.319
17459,540,1970,6078,0.319
17460,540,1971,6078,0.319
17461,540,1972,6078,0.319
17462,540,1973,6078,0.319
17463,540,1974,6078,0.319
17464,540,1975,6078,0.319
17465,540,1976,6078,0.319
17466,540,1977,6078,0.319
17467,540,1978,6078,0.319
17468,540,1979,6078,0.319
17469,540,1980,6078,0.319
17470,540,1981,6078,0.319
17471,540,1982,6078,0.319
17472,540,1983,6078,0.319
17473,540,1984,6078,0.319
17474,540,1985,6078,0.319
17475,540,1986,6078,0.319
17476,540,1987,6078,0.319
17477,540,1988,6078,0.319
17478,540,1989,6078,0.319
17479,540,1990,6078,0.319
17480,540,1991,6078,0.319
17481,540,1992,6078,0.319
17482,540,1993,6078,0.319
17483,540,1994,6078,0.319
17484,540,1995,6078,0.319
17485,540,1996,6078,0.319
17486,540,1997,6078,0.319
17487,540,1998,6078,0.319
17488,540,1999,6078,0.319
17489,540,2000,6078,0.319
17490,540,2001,6078,0.319
17491,540,2002,6078,0.319
17492,540,2003,6078,0.319
17493,540,2004,6078,0.319
17494,540,2005,6078,0.319
17495,540,2006,6078,0.319
17496,540,2007,6078,0.319
17497,540,2008,6078,0.319
17498,540,2009,6078,0.319
17499,540,2010,6078,0.319
17500,540,2011,6078,0.319
17501,540,2012,6078,0.319
17502,540,2013,6078,0.319
17503,540,2014,6078,0.319
17504,540,2015,6078,0.319
17505,540,2016,6078,0.319
17506,540,2017,6078,0.319
17507,540,2018,6078,0.319
17508,540,2019,6078,0.319
17509,540,2020,6078,0.319
17510,540,2021,6078,0.319
17511,554,1961,7271,-0.279
17512,554,1962,7271,0.583
17513,554,1963,7271,-0.355
17514,554,1964,7271,-0.454
17515,554,1965,7271,-0.452
17516,554,1966,7271,-0.212
17517,554,1967,7271,-0.157
17518,554,1968,7271,-0.058
17519,554,1969,7271,-0.373
17520,554,1970,7271,0.598
17521,554,1971,7271,0.683
17522,554,1972,7271,0.113
17523,554,1973,7271,0.186
17524,554,1974,7271,0.354
17525,554,1975,7271,0.578
17526,554,1976,7271,-0.519
17527,554,1977,7271,-0.396
17528,554,1978,7271,0.377
17529,554,1979,7271,0.304
17530,554,1980,7271,-0.006
17531,554,1981,7271,0.417
17532,554,1982,7271,-0.073
17533,554,1983,7271,-0.303
17534,554,1984,7271,0.161
17535,554,1985,7271,0.384
17536,554,1986,7271,0.37
17537,554,1987,7271,0.393
17538,554,1988,7271,0.496
17539,554,1989,7271,0.742
17540,554,1990,7271,0.568
17541,554,1991,7271,-0.029
17542,554,1992,7271,-0.717
17543,554,1993,7271,-0.387
17544,554,1994,7271,-0.086
17545,554,1995,7271,0.09
17546,554,1996,7271,0.233
17547,554,1997,7271,-0.127
17548,554,1998,7271,0.986
17549,554,1999,7271,1.018
17550,554,2000,7271,0.276
17551,554,2001,7271,0.584
17552,554,2002,7271,0.43
17553,554,2003,7271,0.246
17554,554,2004,7271,0.043
17555,554,2005,7271,0.449
17556,554,2006,7271,0.395
17557,554,2007,7271,0.258
17558,554,2008,7271,0.553
17559,554,2009,7271,0.054
17560,554,2010,7271,0.59
17561,554,2011,7271,0.658
17562,554,2012,7271,0.093
17563,554,2013,7271,0.932
17564,554,2014,7271,0.475
17565,554,2015,7271,0.497
17566,554,2016,7271,1.13
17567,554,2017,7271,0.549
17568,554,2018,7271,1.095
17569,554,2019,7271,1.041
17570,554,2020,7271,0.833
17571,554,2021,7271,0.901
17572,554,1961,6078,0.381
17573,554,1962,6078,0.381
17574,554,1963,6078,0.381
17575,554,1964,6078,0.381
17576,554,1965,6078,0.381
17577,554,1966,6078,0.381
17578,554,1967,6078,0.381
17579,554,1968,6078,0.381
17580,554,1969,6078,0.381
17581,554,1970,6078,0.381
17582,554,1971,6078,0.381
17583,554,1972,6078,0.381
17584,554,1973,6078,0.381
17585,554,1974,6078,0.381
17586,554,1975,6078,0.381
17587,554,1976,6078,0.381
17588,554,1977,6078,0.381
17589,554,1978,6078,0.381
17590,554,1979,6078,0.381
17591,554,1980,6078,0.381
17592,554,1981,6078,0.381
17593,554,1982,6078,0.381
17594,554,1983,6078,0.381
17595,554,1984,6078,0.381
17596,554,1985,6078,0.381
17597,554,1986,6078,0.381
17598,554,1987,6078,0.381
17599,554,1988,6078,0.381
17600,554,1989,6078,0.381
17601,554,1990,6078,0.381
17602,554,1991,6078,0.381
17603,554,1992,6078,0.381
17604,554,1993,6078,0.381
17605,554,1994,6078,0.381
17606,554,1995,6078,0.381
17607,554,1996,6078,0.381
17608,554,1997,6078,0.381
17609,554,1998,6078,0.381
17610,554,1999,6078,0.381
17611,554,2000,6078,0.381
17612,554,2001,6078,0.381
17613,554,2002,6078,0.381
17614,554,2003,6078,0.381
17615,554,2004,6078,0.381
17616,554,2005,6078,0.381
17617,554,2006,6078,0.381
17618,554,2007,6078,0.381
17619,554,2008,6078,0.381
17620,554,2009,6078,0.381
17621,554,2010,6078,0.381
17622,554,2011,6078,0.381
17623,554,2012,6078,0.381
17624,554,2013,6078,0.381
17625,554,2014,6078,0.381
17626,554,2015,6078,0.381
17627,554,2016,6078,0.381
17628,554,2017,6078,0.381
17629,554,2018,6078,0.381
17630,554,2019,6078,0.381
17631,554,2020,6078,0.381
17632,554,2021,6078,0.381
17633,558,1961,7271,-0.198
17634,558,1962,7271,-0.431
17635,558,1963,7271,-0.269
17636,558,1964,7271,-0.171
